type,title,date_added,release_year,rating,duration_minutes,listed_in,streaming_platform
Movie,Juan Luis Guerra 4.40: Entre Mar y Palmeras,"June 4, 2021",2021,TV-PG,96.50121457489878,"Documentaries, International, Latino",Hulu
Movie,Night of the Kings,"June 3, 2021",2020,TV-MA,93.0,"Drama, International",Hulu
Movie,Bloody Sunday,"June 1, 2021",2002,R,111.0,"Drama, History",Hulu
Movie,Changing the Game,"June 1, 2021",2021,TV-14,91.0,Documentaries,Hulu
Movie,Fun in Acapulco,"June 1, 2021",1963,PG,97.0,"Comedy, Music",Hulu
Movie,Hanging Up,"June 1, 2021",2000,PG-13,95.0,Comedy,Hulu
Movie,Hud,"June 1, 2021",1963,TV-14,112.0,"Action, Adventure, Drama",Hulu
Movie,Last Chance Harvey,"June 1, 2021",2008,PG-13,93.0,"Drama, Romance",Hulu
Movie,Revolutionary Road,"June 1, 2021",2008,R,119.0,"Drama, Romance",Hulu
Movie,Rules Of Engagement,"June 1, 2021",2000,R,128.0,"Black Stories, Comedy, Drama",Hulu
Movie,Silence,"June 1, 2021",2016,R,161.0,"Drama, History",Hulu
Movie,Switchback,"June 1, 2021",1997,R,118.0,"Crime, Mystery, Thriller",Hulu
Movie,The Adventures of Tintin: The Secret of the Unicorn,"June 1, 2021",2011,PG,107.0,"Action, Adventure, Family",Hulu
Movie,The Cookout,"June 1, 2021",2004,PG-13,88.0,"Black Stories, Comedy, Drama",Hulu
Movie,The Love Letter,"June 1, 2021",1999,PG-13,87.0,"Comedy, Drama, Romance",Hulu
Movie,The Time Machine,"June 1, 2021",2002,PG-13,96.0,"Action, Adventure, Science Fiction",Hulu
Movie,To Die For,"June 1, 2021",1995,R,106.0,"Comedy, Drama, Thriller",Hulu
Movie,Walking Tall,"June 1, 2021",1973,R,125.0,"Action, Adventure, Crime",Hulu
Movie,Wayne's World 2,"June 1, 2021",1993,PG-13,95.0,"Comedy, Music",Hulu
Movie,Young Adult,"June 1, 2021",2011,R,94.0,"Comedy, Drama, Romance",Hulu
Movie,The World to Come,"May 31, 2021",2020,R,105.0,"Drama, LGBTQ+, Romance",Hulu
Movie,Lavell Crawford: The Comedy Vaccine,"May 28, 2021",2021,TV-MA,96.50121457489878,"Comedy, Stand Up",Hulu
Movie,The Vigil,"May 28, 2021",2019,PG-13,90.0,"Horror, Thriller",Hulu
Movie,Red Dawn,"May 19, 2021",2012,PG-13,93.0,"Action, Adventure",Hulu
Movie,Supernova,"May 18, 2021",2020,R,95.0,"Drama, LGBTQ+, Romance",Hulu
Movie,Supernova en Español,"May 18, 2021",2020,R,95.0,"Drama, LGBTQ+, Romance",Hulu
Movie,The Mountain Between Us,"May 15, 2021",2017,PG-13,112.0,"Adventure, Drama, Romance",Hulu
Movie,Saint Maud,"May 13, 2021",2019,R,85.0,Horror,Hulu
Movie,Robot & Frank,"May 9, 2021",2012,PG-13,89.0,"Comedy, Drama, Science Fiction",Hulu
Movie,Shadow in the Cloud,"May 5, 2021",2020,R,83.0,"Action, Adventure, Horror",Hulu
Movie,Skyfall,"May 5, 2021",2012,PG-13,143.0,"Action, Adventure, Thriller",Hulu
Movie,Flight,"May 2, 2021",2012,TV-MA,139.0,"Black Stories, Drama, Family",Hulu
Movie,An Elephant's Journey,"May 1, 2021",2017,PG,90.0,"Adventure, Drama",Hulu
Movie,Blast From the Past,"May 1, 2021",1999,PG-13,112.0,"Comedy, Romance",Hulu
Movie,Blue Chips,"May 1, 2021",1994,PG-13,108.0,"Drama, Sports",Hulu
Movie,Bound,"May 1, 2021",1996,R,109.0,"Crime, Drama, LGBTQ+",Hulu
Movie,Dr. Bird's Advice for Sad Poets,"May 1, 2021",2021,R,109.0,"Comedy, Drama",Hulu
Movie,Grudge Match,"May 1, 2021",2013,PG-13,113.0,Comedy,Hulu
Movie,I Love You Phillip Morris,"May 1, 2021",2010,R,98.0,"Comedy, Drama, LGBTQ+",Hulu
Movie,Junior,"May 1, 2021",1994,PG-13,110.0,"Comedy, Romance",Hulu
Movie,Resident Evil: Apocalypse,"May 1, 2021",2004,R,94.0,"Action, Adventure, Horror",Hulu
Movie,Resident Evil: Extinction,"May 1, 2021",2007,R,94.0,"Action, Adventure, Horror",Hulu
Movie,The Age of Adaline,"May 1, 2021",2015,PG-13,113.0,"Drama, Romance, Science Fiction",Hulu
Movie,The Indian in the Cupboard,"May 1, 2021",1995,PG,96.0,"Drama, Family, Kids",Hulu
Movie,The Jackal,"May 1, 2021",1997,R,124.0,"Action, Adventure, Drama",Hulu
Movie,We Were Soldiers,"May 1, 2021",2002,R,139.0,"Action, Adventure, Drama",Hulu
Movie,The Judge,"April 30, 2021",2014,R,142.0,"Crime, Drama",Hulu
Movie,Arrival,"April 28, 2021",2016,PG-13,116.0,"Drama, Horror, Science Fiction",Hulu
Movie,Sesame Street: 50 Years of Sunny Days,"April 27, 2021",2021,TV-14,96.50121457489878,"Documentaries, News",Hulu
Movie,Wild Mountain Thyme,"April 25, 2021",2020,PG-13,102.0,"Comedy, Romance",Hulu
Movie,Better Days,"April 22, 2021",2019,PG,136.0,Drama,Hulu
Movie,Memories of Murder,"April 20, 2021",2003,TV-MA,131.0,"Crime, Drama, Horror",Hulu
Movie,Sister of the Groom,"April 17, 2021",2020,R,92.0,"Comedy, Drama, Romance",Hulu
Movie,Songbird,"April 16, 2021",2021,PG-13,85.0,Thriller,Hulu
Movie,Deep in Vogue,"April 15, 2021",2019,TV-MA,63.0,"Documentaries, LGBTQ+",Hulu
Movie,Paranormal Activity 4,"April 12, 2021",2012,R,87.0,"Horror, Thriller",Hulu
Movie,Spontaneous,"April 12, 2021",2020,R,102.0,"Comedy, Horror",Hulu
Movie,"Quo Vadis, Aida?","April 9, 2021",2020,TV-MA,104.0,"Action, Adventure, Drama",Hulu
Movie,Stars Fell on Alabama,"April 9, 2021",2021,PG-13,103.0,"Comedy, Romance",Hulu
Movie,A Christmas Hero,"April 8, 2021",2020,PG-13,86.0,Drama,Hulu
Movie,Blair Witch,"April 3, 2021",2016,R,89.0,"Horror, Thriller",Hulu
Movie,WeWork: or The Making and Breaking of a $47 Billion Unicorn,"April 2, 2021",2021,TV-MA,102.0,Documentaries,Hulu
Movie,28 Days Later,"April 1, 2021",2003,R,113.0,"Drama, Horror, Science Fiction",Hulu
Movie,A Hologram for the King,"April 1, 2021",2016,R,98.0,"Comedy, Drama",Hulu
Movie,Blippi's Great Green Adventure,"April 1, 2021",2021,TV-Y,42.0,Kids,Hulu
Movie,Chappaquiddick,"April 1, 2021",2017,PG-13,106.0,Drama,Hulu
Movie,Second Act,"April 1, 2021",2018,PG-13,104.0,"Comedy, Romance",Hulu
Movie,Shrek 2,"April 1, 2021",2004,TV-PG,120.0,"Adventure, Cartoons, Comedy",Hulu
Movie,Shrek 2 (en Español),"April 1, 2021",2004,PG,93.0,"Action, Adventure, Comedy",Hulu
Movie,Sleeping with the Enemy,"April 1, 2021",1991,R,98.0,"Drama, Horror, Thriller",Hulu
Movie,So I Married An Axe Murderer,"April 1, 2021",1993,PG-13,93.0,"Comedy, Romance",Hulu
Movie,Step Up Revolution,"April 1, 2021",2012,PG-13,98.0,"Drama, Music, Romance",Hulu
Movie,Blood Moon,"March 26, 2021",2021,TV-MA,82.0,"Drama, Horror, Science Fiction",Hulu
Movie,The Hurricane Heist,"March 26, 2021",2018,PG-13,103.0,"Action, Adventure",Hulu
Movie,Shortcut,"March 25, 2021",2020,R,81.0,"Horror, Thriller",Hulu
Movie,100% Wolf,"March 23, 2021",2020,TV-PG,96.0,Comedy,Hulu
Movie,Corporate Animals,"March 15, 2021",2019,R,86.0,Comedy,Hulu
Movie,Crown Vic,"March 15, 2021",2019,R,110.0,"Action, Thriller",Hulu
Movie,Grand Isle,"March 15, 2021",2019,TV-MA,97.0,"Action, Thriller",Hulu
Movie,Robert the Bruce,"March 15, 2021",2019,TV-MA,123.0,"Drama, History",Hulu
Movie,The Man Who Killed Don Quixote,"March 15, 2021",2018,TV-MA,133.0,"Adventure, Comedy",Hulu
Movie,Blood and Money,"March 14, 2021",2020,TV-MA,89.0,"Action, Thriller",Hulu
Movie,Buddy Games,"March 14, 2021",2020,R,97.0,Comedy,Hulu
Movie,Kid 90,"March 12, 2021",2021,TV-MA,72.0,"Documentaries, Drama",Hulu
Movie,Jorge Ramos y su Banda,"March 8, 2021",2009,TV-G,96.50121457489878,"Latino, Sports",Hulu
Movie,Storks,"March 6, 2021",2016,PG,87.0,"Adventure, Cartoons, Comedy",Hulu
Movie,Ammonite,"March 5, 2021",2020,R,117.0,"Drama, LGBTQ+, Romance",Hulu
Movie,Beirut,"March 5, 2021",2018,R,109.0,"Drama, Thriller",Hulu
Movie,Boss Level,"March 5, 2021",2021,TV-MA,94.0,"Action, Thriller",Hulu
Movie,Attack of the 50 Foot Cheerleader,"March 1, 2021",2012,TV-MA,83.0,"Comedy, News",Hulu
Movie,Just Married,"March 1, 2021",2003,PG-13,95.0,"Comedy, Drama, Romance",Hulu
Movie,Neil Young: Heart of Gold,"March 1, 2021",2006,PG,104.0,"Documentaries, Music",Hulu
Movie,Priceless,"March 1, 2021",2016,PG-13,99.0,"Drama, Mystery, Thriller",Hulu
Movie,Florence Foster Jenkins,"February 26, 2021",2016,PG-13,111.0,"Comedy, Drama, International",Hulu
Movie,The United States vs. Billie Holiday,"February 26, 2021",2021,R,130.0,"Black Stories, Drama, History",Hulu
Movie,Dredd,"February 23, 2021",2012,R,96.0,"Action, Adventure, Science Fiction",Hulu
Movie,Sonic the Hedgehog,"February 18, 2021",2020,PG,99.0,"Adventure, Comedy, Kids",Hulu
Movie,The March on Washington: Keepers of the Dream,"February 18, 2021",2021,TV-14,96.50121457489878,History,Hulu
Movie,Logan Lucky,"February 17, 2021",2017,PG-13,119.0,"Comedy, Crime, Drama",Hulu
Movie,The Warrior Queen of Jhansi,"February 16, 2021",2019,R,103.0,"Drama, History",Hulu
Movie,Lost Girls & Love Hotels,"February 15, 2021",2020,R,97.0,"Drama, Romance",Hulu
Movie,Mommy is a Murderer,"February 15, 2021",2020,TV-14,86.0,"Drama, Horror, Thriller",Hulu
Movie,Tempted by Danger,"February 15, 2021",2020,TV-14,88.0,"Horror, Thriller",Hulu
Movie,The Shape of Water,"February 15, 2021",2017,R,123.0,"Drama, Romance, Science Fiction",Hulu
Movie,Havana Street Party Presents: Beatriz Luengo,"February 13, 2021",2021,TV-PG,96.50121457489878,"Documentaries, Music, News",Hulu
Movie,Tentacles,"February 12, 2021",2021,TV-MA,84.0,Horror,Hulu
Movie,You're Next,"February 12, 2021",2011,R,95.0,"Horror, Thriller",Hulu
Movie,Then Came You,"February 11, 2021",2020,PG-13,98.0,"Comedy, Romance",Hulu
Movie,Beach Rats,"February 6, 2021",2018,R,98.0,"Drama, LGBTQ+",Hulu
Movie,Antebellum,"February 5, 2021",2020,R,106.0,"Black Stories, Thriller",Hulu
Movie,"Hello, My Name Is Doris","February 1, 2021",2015,R,90.0,"Comedy, Drama",Hulu
Movie,Possessor,"February 1, 2021",2020,R,104.0,"Horror, Science Fiction, Thriller",Hulu
Movie,The Haunting in Connecticut,"February 1, 2021",2009,PG-13,103.0,"Drama, Horror, Thriller",Hulu
Movie,The Undefeated,"January 30, 2021",2017,TV-G,96.50121457489878,Sports,Hulu
Movie,Ingrid Goes West,"January 23, 2021",2017,R,98.0,Comedy,Hulu
Movie,Derek DelGaudio’s In & Of Itself,"January 22, 2021",2021,TV-MA,90.0,"Documentaries, Drama",Hulu
Movie,Terra Willy: Unexplored Planet,"January 22, 2021",2019,PG,90.0,"Adventure, Comedy, Kids",Hulu
Movie,The Secrets We Keep,"January 14, 2021",2020,R,98.0,Thriller,Hulu
Movie,Lights Out,"January 11, 2021",2016,PG-13,81.0,"Horror, Thriller",Hulu
Movie,The Rhythm Section,"January 11, 2021",2020,R,110.0,"Action, Thriller",Hulu
Movie,Gretel & Hansel,"January 7, 2021",2020,PG-13,87.0,"Drama, Horror, Mystery",Hulu
Movie,Gordon Ramsay's American Road Trip,"January 6, 2021",2021,TV-14,96.50121457489878,"Cooking & Food, Lifestyle & Culture",Hulu
Movie,Mighty Oak,"January 6, 2021",2020,PG-13,101.0,"Comedy, Drama, Music",Hulu
Movie,Diary of a Wimpy Kid,"January 1, 2021",2010,PG,93.0,"Comedy, Family, Kids",Hulu
Movie,Donnie Brasco,"January 1, 2021",1997,R,127.0,"Crime, Drama",Hulu
Movie,Footloose,"January 1, 2021",1984,PG,107.0,"Classics, Drama, Music",Hulu
Movie,Hell or High Water,"January 1, 2021",2016,R,102.0,"Action, Adventure, Crime",Hulu
Movie,How Do You Know,"January 1, 2021",2010,PG-13,121.0,"Comedy, Drama, Romance",Hulu
Movie,Save Yourselves!,"January 1, 2021",2020,R,94.0,"Comedy, Science Fiction",Hulu
Movie,Shrek,"January 1, 2021",2001,TV-PG,120.0,"Action, Adventure, Cartoons",Hulu
Movie,Star Trek Beyond,"January 1, 2021",2016,PG-13,122.0,"Action, Adventure, Family",Hulu
Movie,The Haunting,"January 1, 2021",1999,PG-13,113.0,Horror,Hulu
Movie,Where Hope Grows,"January 1, 2021",2015,PG-13,98.0,"Drama, Family",Hulu
Movie,Bayou Caviar,"December 31, 2020",2018,TV-MA,111.0,"Black Stories, Drama, Horror",Hulu
Movie,American Animals,"December 27, 2020",2018,R,117.0,"Crime, Drama, Horror",Hulu
Movie,Soldiers of Fortune,"December 25, 2020",2012,R,94.0,"Action, Adventure, Thriller",Hulu
Movie,The Little Hours,"December 23, 2020",2017,R,89.0,Comedy,Hulu
Movie,You Cannot Kill David Arquette,"December 22, 2020",2020,R,91.0,Documentaries,Hulu
Movie,The Hero,"December 18, 2020",2017,R,97.0,Drama,Hulu
Movie,Au Pair 3: Adventure in Paradise,"December 16, 2020",2009,TV-PG,90.0,"Comedy, Drama",Hulu
Movie,Rogue,"December 11, 2020",2020,R,106.0,"Action, Thriller",Hulu
Movie,Spy Cat,"December 11, 2020",2018,PG,85.0,"Adventure, Comedy, Family",Hulu
Movie,The Fairy Princess and the Unicorn,"December 8, 2020",2019,TV-PG,80.0,"Action, Adventure, Family",Hulu
Movie,Valley Girl,"December 7, 2020",2020,PG-13,103.0,Romance,Hulu
Movie,The Secret Garden,"December 6, 2020",2020,PG,100.0,"Drama, Family, Science Fiction",Hulu
Movie,It Had to Be You,"December 5, 2020",2016,R,85.0,"Comedy, Romance",Hulu
Movie,MACHO: THE HECTOR CAMACHO STORY,"December 4, 2020",2020,TV-14,96.50121457489878,"Documentaries, Sports",Hulu
Movie,She Dies Tomorrow,"December 4, 2020",2020,R,85.0,"Drama, Thriller",Hulu
Movie,Rebuilding Paradise,"December 2, 2020",2020,TV-14,88.0,Documentaries,Hulu
Movie,Angels & Demons,"December 1, 2020",2009,PG-13,139.0,"Mystery, Thriller",Hulu
Movie,Euphoria,"December 1, 2020",2017,R,98.0,Drama,Hulu
Movie,The Da Vinci Code,"December 1, 2020",2006,TV-14,149.0,"Adventure, Drama, Mystery",Hulu
Movie,The Big Ugly,"November 29, 2020",2020,R,106.0,"Crime, Drama",Hulu
Movie,Bombshell,"November 26, 2020",2019,R,109.0,Drama,Hulu
Movie,Happiest Season,"November 25, 2020",2020,PG-13,102.0,"Comedy, Romance",Hulu
Movie,UFC 252,"November 25, 2020",2020,TV-14,96.50121457489878,Sports,Hulu
Movie,Between the World and Me,"November 22, 2020",2020,TV-14,96.50121457489878,"Documentaries, Drama, News",Hulu
Movie,Run.,"November 20, 2020",2020,PG-13,89.0,"Drama, Horror, Thriller",Hulu
Movie,Tesla,"November 20, 2020",2020,PG-13,102.0,"Drama, History",Hulu
Movie,Amulet,"November 19, 2020",2020,R,100.0,"Horror, Thriller",Hulu
Movie,Body Cam,"November 18, 2020",2020,R,97.0,"Black Stories, Horror, Thriller",Hulu
Movie,McQueen,"November 18, 2020",2018,R,111.0,Documentaries,Hulu
Movie,69: The Saga of Danny Hernandez,"November 16, 2020",2020,TV-MA,102.0,"Documentaries, Music",Hulu
Movie,A Nice Girl Like You,"November 15, 2020",2020,R,94.0,"Comedy, Romance",Hulu
Movie,Christmas Crush,"November 15, 2020",2019,TV-G,89.0,"Comedy, Romance",Hulu
Movie,Ramen Heads,"November 15, 2020",2017,PG,93.0,Documentaries,Hulu
Movie,Roller Dreams,"November 15, 2020",2017,PG,80.0,"Black Stories, Documentaries",Hulu
Movie,"Soul On Ice: Past, Present and Future","November 15, 2020",2016,TV-14,86.0,"Black Stories, Documentaries, Sports",Hulu
Movie,Suburban Gothic,"November 15, 2020",2015,R,90.0,"Comedy, Horror",Hulu
Movie,ULAM: Main Dish,"November 15, 2020",2018,PG,80.0,Documentaries,Hulu
Movie,The Dictator,"November 14, 2020",2012,TV-MA,83.0,Comedy,Hulu
Movie,12 Years a Slave,"November 13, 2020",2013,R,134.0,"Black Stories, Drama, History",Hulu
Movie,I Am Greta,"November 13, 2020",2020,TV-14,97.0,Documentaries,Hulu
Movie,I Am Greta (Swedish Narration),"November 13, 2020",2020,TV-14,97.0,Documentaries,Hulu
Movie,The Secret Life of Walter Mitty,"November 13, 2020",2013,TV-MA,109.0,"Action, Adventure, Comedy",Hulu
Movie,Entre Nos: About Last Night,"November 12, 2020",2019,TV-MA,96.50121457489878,"Comedy, News, Stand Up",Hulu
Movie,The Man Who Invented Christmas,"November 12, 2020",2017,PG,104.0,"Drama, History",Hulu
Movie,Tonight You're Mine,"November 11, 2020",2011,R,80.0,"Comedy, Romance",Hulu
Movie,The Nice Guys,"November 9, 2020",2016,R,116.0,"Action, Comedy, Crime",Hulu
Movie,General Commander,"November 3, 2020",2020,R,85.0,Action,Hulu
Movie,The Assault,"November 3, 2020",2017,R,72.0,"Action, Thriller",Hulu
Movie,A Christmas Solo,"November 1, 2020",2017,TV-PG,89.0,"Drama, Romance",Hulu
Movie,All Summers End,"November 1, 2020",2017,TV-14,87.0,Drama,Hulu
Movie,Avenues,"November 1, 2020",2017,TV-MA,77.0,"Comedy, Drama",Hulu
Movie,Baby Steps,"November 1, 2020",2017,TV-MA,102.0,"Comedy, Drama",Hulu
Movie,Brand New Old Love,"November 1, 2020",2018,TV-14,97.0,Comedy,Hulu
Movie,Elf,"November 1, 2020",2003,PG,97.0,"Comedy, Family, Kids",Hulu
Movie,Firewalker,"November 1, 2020",1986,PG,105.0,"Action, Adventure, Comedy",Hulu
Movie,Good Will Hunting,"November 1, 2020",1997,R,127.0,Drama,Hulu
Movie,Hollow Man,"November 1, 2020",2000,R,106.0,"Action, Horror, Science Fiction",Hulu
Movie,Never Been Kissed,"November 1, 2020",1999,PG-13,108.0,"Comedy, Romance",Hulu
Movie,Paws P.I.,"November 1, 2020",2018,PG,86.0,"Comedy, Family, Kids",Hulu
Movie,Rag Doll,"November 1, 2020",2019,TV-MA,104.0,"Action, Drama",Hulu
Movie,The Expendables,"November 1, 2020",2010,R,120.0,"Action, Adventure",Hulu
Movie,The Expendables 2,"November 1, 2020",2012,TV-14,136.0,"Action, Adventure",Hulu
Movie,The Expendables 3,"November 1, 2020",2014,TV-14,117.0,"Action, Adventure",Hulu
Movie,Wetlands,"November 1, 2020",2017,TV-MA,98.0,"Black Stories, Crime, Drama",Hulu
Movie,Citizen Bio,"October 30, 2020",2020,TV-MA,96.50121457489878,Documentaries,Hulu
Movie,What to Expect When You're Expecting,"October 26, 2020",2012,TV-14,110.0,"Comedy, Drama, Romance",Hulu
Movie,Bad Hair,"October 23, 2020",2020,TV-MA,103.0,"Black Stories, Horror",Hulu
Movie,Beyond the Headlines: Escaping the NXIVM Cult with Gretchen Carlson,"October 23, 2020",2019,TV-14,96.50121457489878,"Crime, Documentaries",Hulu
Movie,"Cyrano, My Love","October 21, 2020",2018,R,113.0,"Comedy, Drama",Hulu
Movie,Madagascar: A Little Wild - A Fang-Tastic Halloween,"October 21, 2020",2020,G,23.0,"Cartoons, Family, Kids",Hulu
Movie,The Broken Land,"October 21, 2020",1962,TV-PG,60.0,"Action, Adventure, Drama",Hulu
Movie,Celeste & Jesse Forever,"October 20, 2020",2012,R,92.0,"Comedy, Drama, Romance",Hulu
Movie,Friend Request,"October 18, 2020",2016,R,92.0,"Horror, Thriller",Hulu
Movie,Bad Hombres,"October 16, 2020",2020,TV-14,96.50121457489878,"Documentaries, Sports",Hulu
Movie,Earth to Echo,"October 16, 2020",2014,PG,91.0,"Adventure, Drama, Family",Hulu
Movie,Emperor,"October 16, 2020",2020,PG-13,99.0,"Drama, History",Hulu
Movie,Mona Lisa Smile,"October 16, 2020",2003,PG-13,120.0,"Drama, Romance",Hulu
Movie,QT8: The First Eight,"October 16, 2020",2019,TV-MA,101.0,Documentaries,Hulu
Movie,Hotel Transylvania,"October 14, 2020",2012,TV-PG,86.0,"Comedy, Family, Kids",Hulu
Movie,Entre Nos Presents: Shayla Rivera: It's Not Rocket Science,"October 10, 2020",2020,TV-14,96.50121457489878,"Comedy, Latino, News",Hulu
Movie,High Fidelity,"October 9, 2020",2000,R,114.0,"Comedy, Romance",Hulu
Movie,Surrogates,"October 9, 2020",2009,PG-13,89.0,"Action, Adventure, Science Fiction",Hulu
Movie,Terminator: Dark Fate,"October 9, 2020",2019,R,128.0,"Action, Science Fiction",Hulu
Movie,Books of Blood,"October 7, 2020",2020,TV-MA,107.0,"Drama, Horror, Mystery",Hulu
Movie,Colossal,"October 5, 2020",2016,R,109.0,"Comedy, Science Fiction",Hulu
Movie,Across the Line,"October 1, 2020",2015,TV-MA,87.0,"Black Stories, Drama",Hulu
Movie,Blade: Trinity,"October 1, 2020",2004,R,108.0,"Action, Adventure",Hulu
Movie,Guess Who,"October 1, 2020",2005,PG-13,105.0,"Black Stories, Comedy",Hulu
Movie,Halloween Wars,"October 1, 2020",2011,TV-G,96.50121457489878,"Cooking & Food, Lifestyle & Culture, Reality",Hulu
Movie,Kindred Spirits (2019),"October 1, 2020",2019,TV-14,92.0,"Drama, Thriller",Hulu
Movie,Next Level,"October 1, 2020",2019,TV-PG,1.0,"Drama, Family",Hulu
Movie,Sex Ed,"October 1, 2020",2014,TV-MA,92.0,"Comedy, Drama, Romance",Hulu
Movie,Spider-Man 3,"October 1, 2020",2007,PG-13,135.0,"Action, Adventure, Family",Hulu
Movie,Stripped: Los Angeles,"October 1, 2020",2020,TV-MA,96.50121457489878,Documentaries,Hulu
Movie,The Express,"October 1, 2020",2008,PG,130.0,Drama,Hulu
Movie,The Sandman,"October 1, 2020",2017,R,89.0,Horror,Hulu
Movie,Inherit the Viper,"September 29, 2020",2019,R,84.0,"Crime, Drama, Thriller",Hulu
Movie,Trauma Center,"September 29, 2020",2019,R,87.0,"Action, Thriller",Hulu
Movie,UFC Ultimate Knockouts,"September 29, 2020",2014,TV-14,96.50121457489878,Sports,Hulu
Movie,Judy,"September 25, 2020",2019,PG-13,118.0,"Drama, History, Music",Hulu
Movie,The Addams Family,"September 22, 2020",2019,PG,87.0,"Comedy, Kids",Hulu
Movie,Stars and Strife,"September 21, 2020",2020,TV-PG,96.50121457489878,Documentaries,Hulu
Movie,Buttons: A Christmas Tale,"September 18, 2020",2018,PG,88.0,"Drama, Family, Kids",Hulu
Movie,Gemini Man,"September 18, 2020",2019,PG-13,117.0,"Action, Adventure, Black Stories",Hulu
Movie,StarDog and TurboCat,"September 18, 2020",2019,PG,91.0,"Action, Adventure, Comedy",Hulu
Movie,The Fight,"September 18, 2020",2020,PG-13,98.0,Documentaries,Hulu
Movie,The Master of Disguise,"September 18, 2020",2002,PG,81.0,"Comedy, Family, Kids",Hulu
Movie,My Soul to Take,"September 16, 2020",2010,R,91.0,"Horror, Mystery, Thriller",Hulu
Movie,Ozzy,"September 15, 2020",2016,G,91.0,"Action, Adventure, Comedy",Hulu
Movie,The Etruscan Smile,"September 14, 2020",2018,R,108.0,Drama,Hulu
Movie,Prisoners,"September 10, 2020",2013,R,153.0,"Crime, Drama, Horror",Hulu
Movie,Hooking Up,"September 4, 2020",2020,R,105.0,"Comedy, Drama",Hulu
Movie,Anthropoid,"September 2, 2020",2016,R,121.0,"Action, Adventure, Drama",Hulu
Movie,Hell on the Border,"September 2, 2020",2019,R,110.0,"Action, Adventure",Hulu
Movie,I Feel Pretty,"September 1, 2020",2018,PG-13,111.0,Comedy,Hulu
Movie,Mississippi Burning,"September 1, 2020",1989,R,127.0,"Classics, Crime, Drama",Hulu
Movie,Playmobil: The Movie,"September 1, 2020",2019,PG,100.0,"Action, Adventure, Comedy",Hulu
Movie,Rambo,"September 1, 2020",2008,R,91.0,"Action, Adventure",Hulu
Movie,Strike,"September 1, 2020",2018,TV-G,101.0,"Action, Adventure, Comedy",Hulu
Movie,The Festival,"September 1, 2020",2018,R,98.0,Comedy,Hulu
Movie,Trolls World Tour,"September 1, 2020",2020,PG,91.0,"Action, Adventure, Comedy",Hulu
Movie,Primal,"August 31, 2020",2019,R,97.0,Action,Hulu
Movie,The Courier,"August 31, 2020",2019,R,100.0,Action,Hulu
Movie,The Binge,"August 28, 2020",2020,TV-MA,98.0,Comedy,Hulu
Movie,The Cup,"August 18, 2020",2012,PG,97.0,"Drama, Sports",Hulu
Movie,Behind You,"August 16, 2020",2020,R,86.0,Horror,Hulu
Movie,Before Midnight,"August 14, 2020",2013,R,109.0,"Drama, Romance",Hulu
Movie,Bernie the Dolphin 2,"August 14, 2020",2019,G,99.0,"Comedy, Kids",Hulu
Movie,Come As You Are,"August 14, 2020",2019,TV-MA,107.0,"Comedy, Drama",Hulu
Movie,Hard Night Falling,"August 10, 2020",2019,R,86.0,"Action, Adventure, Drama",Hulu
Movie,Lucky Day,"August 10, 2020",2019,R,99.0,"Action, Thriller",Hulu
Movie,Coda,"August 7, 2020",2019,TV-14,97.0,Drama,Hulu
Movie,Slay the Dragon,"August 6, 2020",2019,PG-13,104.0,"Black Stories, Documentaries",Hulu
Movie,The Peanut Butter Falcon,"August 6, 2020",2019,PG-13,97.0,"Action, Adventure, Comedy",Hulu
Movie,Dora and the Lost City of Gold,"August 3, 2020",2019,PG,102.0,"Adventure, Comedy, Kids",Hulu
Movie,Jerry Garcia: It's Not My Weekend,"August 3, 2020",2019,TV-MA,96.50121457489878,"Comedy, Latino",Hulu
Movie,Ordinary Love,"August 3, 2020",2019,R,92.0,"Drama, Romance",Hulu
Movie,Shark vs. Surfer,"August 3, 2020",2020,TV-14,96.50121457489878,"Documentaries, Science & Technology",Hulu
Movie,'71,"August 1, 2020",2014,R,99.0,"Action, Adventure, Drama",Hulu
Movie,Are We Done Yet?,"August 1, 2020",2007,TV-PG,90.0,"Black Stories, Comedy, Family",Hulu
Movie,City Slickers,"August 1, 2020",1991,PG-13,114.0,Comedy,Hulu
Movie,Rustlers' Rhapsody,"August 1, 2020",1985,PG,89.0,"Action, Adventure, Comedy",Hulu
Movie,Safe,"August 1, 2020",2012,R,95.0,"Action, Adventure, Horror",Hulu
Movie,Sordid Lives,"August 1, 2020",2000,R,111.0,"Comedy, LGBTQ+",Hulu
Movie,The Last Stand,"August 1, 2020",2013,R,107.0,"Action, Adventure",Hulu
Movie,Ultraviolet,"August 1, 2020",2006,PG-13,87.0,"Action, Adventure, Drama",Hulu
Movie,United Sharks of America: Shark Bite Capitals,"August 1, 2020",2020,TV-14,96.50121457489878,Science & Technology,Hulu
Movie,Mega Hammerhead: Ultimate Predator,"July 31, 2020",2020,TV-PG,96.50121457489878,"Documentaries, Science & Technology",Hulu
Movie,What the Shark?,"July 30, 2020",2020,TV-PG,96.50121457489878,"Documentaries, Science & Technology",Hulu
Movie,Shark vs. Whale,"July 29, 2020",2020,TV-PG,96.50121457489878,"Documentaries, Science & Technology",Hulu
Movie,Good Deeds,"July 27, 2020",2012,TV-14,110.0,"Black Stories, Drama, Romance",Hulu
